2017 NAICS Code (NAICS),Meaning of NAICS Code (NAICS_LABEL),Meaning of Establishments located in Metropolitan or Micropolitan Statistical Area indicator (METRO_LABEL),Meaning of Employment size of establishments code (EMPSZES_LABEL),Year (YEAR),Number of firms (FIRM),Number of establishments (ESTAB),Number of employees (EMP),(DHS) denominator (DENOM),Number of establishments born during the last 12 months (ESTABS_ENTRY),Rate of establishments born during the last 12 months (ESTABS_ENTRY_RATE),Number of establishments exited during the last 12 months (ESTABS_EXIT),Rate of establishments exited during the last 12 months (ESTABS_EXIT_RATE),Number of jobs created from expanding and opening establishments during the last 12 months (JOB_CREATION),Number of jobs created from opening establishments during the last 12 months (JOB_CREATION_BIRTHS),Number of jobs created from expanding establishments during the last 12 months (JOB_CREATION_CONTINUERS),Rate of jobs created from opening establishments during the last 12 months (JOB_CREATION_RATE_BIRTHS),Rate of jobs created from expanding and opening establishments during the last 12 months (JOB_CREATION_RATE),Number of jobs lost from contracting and closing establishments during the last 12 months (JOB_DESTRUCTION),Number of jobs lost from closing establishments during the last 12 months (JOB_DESTRUCTION_DEATHS),Number of jobs lost from contracting establishments during the last 12 months (JOB_DESTRUCTION_CONTINUERS),Rate of jobs lost from closing establishments during the last 12 months (JOB_DESTRUCTION_RATE_DEATHS),Rate of jobs lost from contracting and closing establishments during the last 12 months (JOB_DESTRUCTION_RATE),Number of net jobs created from expanding/contracting and opening/closing establishments during the last 12 months (NET_JOB_CREATION),Rate of net jobs created from expanding/contracting and opening/closing establishments during the last 12 months (NET_JOB_CREATION_RATE),Rate of reallocation during the last 12 months (REALLOCATION_RATE),Number of firms that exited during the last 12 months (FIRMDEATH_FIRMS),Number of establishments associated with firm deaths during the last 12 months (FIRMDEATH_ESTABS),Number of employees associated with firm deaths during the last 12 months (FIRMDEATH_EMP)
72,Accommodation and food services,Total,All establishments,2018,"483,857","666,312","14,326,035","14,222,522","65,835",9.919,"60,693",9.144,"2,073,655","886,692","1,186,963",6.234,14.58,"1,873,034","756,427","1,116,607",5.319,13.169,"200,621",1.411,26.339,"43,948","46,050","497,462"
72,Accommodation and food services,Total,All establishments,2019,"490,804","675,952","14,511,015","14,415,818","67,490",10.058,"57,608",8.585,"1,962,746","902,794","1,059,952",6.263,13.615,"1,765,913","647,480","1,118,433",4.491,12.25,"196,833",1.365,24.5,"46,043","47,379","482,851"
72,Accommodation and food services,Total,All establishments,2020,"489,040","675,285","14,364,025","14,432,117","64,585",9.56,"65,163",9.646,"1,897,817","845,986","1,051,831",5.862,13.15,"2,035,581","709,797","1,325,784",4.918,14.105,"−137,764",−0.955,26.3,"51,117","53,305","518,523"
72,Accommodation and food services,Total,Establishments with 1 to 4 employees,2011,"162,487","175,509","489,721","487,197","40,754",23.205,"40,984",23.336,"191,314","144,683","46,631",29.697,39.268,"184,978","136,233","48,745",27.963,37.968,"6,336",1.301,75.936,"32,560","32,917","111,238"
72,Accommodation and food services,Total,Establishments with 1 to 4 employees,2012,"163,040","174,519","496,588","490,483","42,574",24.443,"41,886",24.048,"204,004","153,989","50,015",31.395,41.593,"190,344","145,495","44,849",29.664,38.808,"13,660",2.785,77.615,"30,557","31,067","108,927"
72,Accommodation and food services,Total,Establishments with 1 to 4 employees,2013,"161,200","174,327","493,535","485,856","43,115",24.945,"40,145",23.226,"200,358","154,913","45,445",31.885,41.238,"185,454","138,973","46,481",28.604,38.171,"14,904",3.068,76.341,"31,385","31,761","110,580"
72,Accommodation and food services,Total,Establishments with 1 to 4 employees,2014,"158,881","170,979","485,995","482,440","40,153",23.44,"40,792",23.813,"193,526","146,205","47,321",30.305,40.114,"185,664","139,987","45,677",29.016,38.484,"7,862",1.63,76.969,"32,157","32,436","113,522"
72,Accommodation and food services,Total,Establishments with 1 to 4 employees,2015,"156,660","166,865","478,999","477,596","38,662",23.04,"40,540",24.159,"190,181","143,314","46,867",30.007,39.821,"187,254","142,358","44,896",29.807,39.208,"2,927",0.613,78.415,"30,626","31,012","110,520"
72,Accommodation and food services,Total,Establishments with 1 to 4 employees,2016,"157,898","169,650","493,829","475,358","42,357",25.481,"35,523",21.369,"205,032","158,564","46,468",33.357,43.132,"169,441","125,256","44,185",26.35,35.645,"35,591",7.487,71.29,"28,847","29,116","103,757"
72,Accommodation and food services,Total,Establishments with 1 to 4 employees,2017,"157,709","170,297","488,579","478,096","42,046",25.054,"37,101",22.107,"199,569","155,201","44,368",32.462,41.742,"179,616","132,009","47,607",27.611,37.569,"19,953",4.173,75.138,"28,985","29,423","105,655"
72,Accommodation and food services,Total,Establishments with 1 to 4 employees,2018,"158,252","169,173","480,433","478,292","39,970",23.696,"38,986",23.112,"190,167","144,948","45,219",30.305,39.76,"185,455","139,010","46,445",29.064,38.774,"4,712",0.985,77.549,"30,353","30,749","109,774"
72,Accommodation and food services,Total,Establishments with 1 to 4 employees,2019,"158,821","171,183","488,292","480,793","41,218",24.318,"37,839",22.325,"197,239","150,958","46,281",31.398,41.024,"181,710","134,125","47,585",27.897,37.794,"15,529",3.23,75.588,"31,876","32,316","115,564"
72,Accommodation and food services,Total,Establishments with 1 to 4 employees,2020,"157,950","171,482","478,708","492,905","39,873",22.993,"43,734",25.22,"186,518","144,638","41,880",29.344,37.841,"213,868","156,554","57,314",31.761,43.389,"−27,350",−5.549,75.681,"36,095","36,879","131,407"
72,Accommodation and food services,Total,Establishments with 5 to 9 employees,2011,"99,645","113,128","866,535","849,628","11,509",10.301,"8,713",7.798,"244,615","155,587","89,028",18.312,28.791,"210,032","117,223","92,809",13.797,24.72,"34,583",4.07,49.441,"6,614","6,874","91,743"
72,Accommodation and food services,Total,Establishments with 5 to 9 employees,2012,"101,371","114,300","889,652","867,126","12,027",10.63,"9,704",8.577,"266,454","163,830","102,624",18.893,30.728,"221,006","131,687","89,319",15.187,25.487,"45,448",5.241,50.974,"6,684","6,996","93,537"
72,Accommodation and food services,Total,Establishments with 5 to 9 employees,2013,"102,564","115,684","898,590","874,256","12,599",11.04,"9,479",8.306,"266,743","172,081","94,662",19.683,30.511,"217,825","128,790","89,035",14.731,24.915,"48,918",5.595,49.831,"6,664","6,878","92,303"
72,Accommodation and food services,Total,Establishments with 5 to 9 employees,2014,"103,463","116,511","904,419","881,229","12,520",10.877,"9,705",8.432,"265,820","171,405","94,415",19.451,30.165,"219,298","131,517","87,781",14.924,24.885,"46,522",5.279,49.771,"7,119","7,449","99,586"
72,Accommodation and food services,Total,Establishments with 5 to 9 employees,2015,"104,063","116,973","908,764","888,775","12,552",10.841,"10,175",8.788,"268,620","173,297","95,323",19.498,30.224,"228,084","138,834","89,250",15.621,25.663,"40,536",4.561,51.326,"7,105","7,387","99,066"
72,Accommodation and food services,Total,Establishments with 5 to 9 employees,2016,"106,083","120,316","946,926","908,856","13,703",11.601,"9,306",7.879,"290,394","191,378","99,016",21.057,31.952,"216,196","127,137","89,059",13.989,23.788,"74,198",8.164,47.575,"7,031","7,285","98,455"
72,Accommodation and food services,Total,Establishments with 5 to 9 employees,2017,"107,467","122,558","957,709","929,712","13,739",11.376,"10,163",8.415,"289,560","190,084","99,476",20.445,31.145,"235,454","138,049","97,405",14.849,25.325,"54,106",5.82,50.651,"7,447","7,727","104,503"
72,Accommodation and food services,Total,Establishments with 5 to 9 employees,2018,"108,645","123,102","950,206","939,192","12,643",10.333,"11,142",9.107,"271,113","173,642","97,471",18.488,28.867,"249,730","150,958","98,772",16.073,26.59,"21,383",2.277,53.18,"7,968","8,541","115,448"
72,Accommodation and food services,Total,Establishments with 5 to 9 employees,2019,"110,972","125,972","967,043","955,664","12,915",10.351,"10,502",8.417,"272,206","177,731","94,475",18.598,28.483,"249,457","143,070","106,387",14.971,26.103,"22,749",2.38,52.206,"8,237","8,537","115,371"
72,Accommodation and food services,Total,Establishments with 5 to 9 employees,2020,"111,157","126,628","953,767","968,720","12,458",9.86,"11,900",9.418,"258,119","171,175","86,944",17.67,26.645,"287,032","162,343","124,689",16.759,29.63,"−28,913",−2.985,53.291,"9,033","9,589","129,795"
72,Accommodation and food services,Total,Establishments with 10 to 19 employees,2011,"94,365","136,604","2,045,781","2,009,739","6,946",5.135,"4,267",3.155,"363,841","185,787","178,054",9.244,18.104,"290,236","113,906","176,330",5.668,14.441,"73,605",3.662,28.883,"2,838","3,095","81,861"
72,Accommodation and food services,Total,Establishments with 10 to 19 employees,2012,"95,934","138,566","2,098,958","2,056,110","7,186",5.226,"5,063",3.682,"403,827","193,711","210,116",9.421,19.64,"317,215","137,763","179,452",6.7,15.428,"86,612",4.212,30.856,"3,117","3,250","86,437"
72,Accommodation and food services,Total,Establishments with 10 to 19 employees,2013,"98,827","140,952","2,141,862","2,092,503","8,088",5.792,"5,463",3.912,"422,159","215,819","206,340",10.314,20.175,"320,462","148,204","172,258",7.083,15.315,"101,697",4.86,30.63,"3,140","3,372","88,999"
72,Accommodation and food services,Total,Establishments with 10 to 19 employees,2014,"101,226","142,759","2,168,363","2,114,915","8,312",5.884,"5,316",3.763,"424,756","223,642","201,114",10.575,20.084,"319,068","141,079","177,989",6.671,15.087,"105,688",4.997,30.173,"3,530","3,770","98,947"
72,Accommodation and food services,Total,Establishments with 10 to 19 employees,2015,"103,784","144,112","2,213,378","2,144,411","9,539",6.706,"5,799",4.077,"473,354","260,105","213,249",12.129,22.074,"336,027","156,430","179,597",7.295,15.67,"137,327",6.404,31.34,"3,696","3,954","104,958"
72,Accommodation and food services,Total,Establishments with 10 to 19 employees,2016,"106,548","145,679","2,236,071","2,163,229","9,874",6.877,"5,686",3.96,"471,404","270,128","201,276",12.487,21.792,"328,707","152,596","176,111",7.054,15.195,"142,697",6.596,30.39,"3,758","4,057","108,178"
72,Accommodation and food services,Total,Establishments with 10 to 19 employees,2017,"110,138","150,855","2,295,557","2,243,927","9,993",6.706,"6,297",4.226,"482,406","271,970","210,436",12.12,21.498,"381,332","169,924","211,408",7.573,16.994,"101,074",4.504,33.988,"4,070","4,424","118,643"
72,Accommodation and food services,Total,Establishments with 10 to 19 employees,2018,"112,362","152,539","2,320,178","2,282,399","8,854",5.842,"6,916",4.563,"465,451","239,770","225,681",10.505,20.393,"392,290","186,393","205,897",8.167,17.188,"73,161",3.205,34.375,"4,251","4,667","124,749"
72,Accommodation and food services,Total,Establishments with 10 to 19 employees,2019,"114,299","153,921","2,310,641","2,291,517","8,844",5.792,"6,407",4.196,"433,164","239,086","194,078",10.434,18.903,"392,824","172,930","219,894",7.547,17.143,"40,340",1.76,34.285,"4,432","4,654","123,769"
72,Accommodation and food services,Total,Establishments with 10 to 19 employees,2020,"113,817","151,736","2,242,912","2,255,541","8,101",5.364,"6,669",4.416,"402,408","218,812","183,596",9.701,17.841,"427,741","179,185","248,556",7.944,18.964,"−25,333",−1.123,35.682,"4,623","4,940","131,425"
72,Accommodation and food services,Total,Establishments with 1 to 19 employees,2011,"351,118","425,241","3,402,037","3,346,564","59,209",14.01,"53,964",12.769,"801,332","486,057","315,275",14.524,23.945,"686,957","367,362","319,595",10.977,20.527,"114,375",3.418,41.054,"41,870","42,886","284,842"
72,Accommodation and food services,Total,Establishments with 1 to 19 employees,2012,"355,337","427,385","3,485,198","3,413,718","61,787",14.544,"56,653",13.336,"876,037","511,530","364,507",14.985,25.662,"730,407","414,945","315,462",12.155,21.396,"145,630",4.266,42.792,"40,212","41,313","288,901"
72,Accommodation and food services,Total,Establishments with 1 to 19 employees,2013,"357,568","430,963","3,533,987","3,452,615","63,802",14.956,"55,087",12.913,"890,973","542,813","348,160",15.722,25.806,"725,571","415,967","309,604",12.048,21.015,"165,402",4.791,42.03,"41,058","42,011","291,882"
72,Accommodation and food services,Total,Establishments with 1 to 19 employees,2014,"358,422","430,249","3,558,777","3,478,584","60,985",14.26,"55,813",13.051,"885,668","541,252","344,416",15.56,25.461,"725,825","412,583","313,242",11.861,20.866,"159,843",4.595,41.731,"42,650","43,655","312,055"
72,Accommodation and food services,Total,Establishments with 1 to 19 employees,2015,"359,198","427,950","3,601,141","3,510,781","60,753",14.267,"56,514",13.271,"933,452","576,716","356,736",16.427,26.588,"753,078","437,622","315,456",12.465,21.45,"180,374",5.138,42.901,"41,295","42,353","314,544"
72,Accommodation and food services,Total,Establishments with 1 to 19 employees,2016,"365,093","435,645","3,676,826","3,547,443","65,934",15.407,"50,515",11.804,"968,349","620,070","348,279",17.479,27.297,"715,791","404,989","310,802",11.416,20.178,"252,558",7.119,40.355,"39,515","40,458","310,390"
72,Accommodation and food services,Total,Establishments with 1 to 19 employees,2017,"370,084","443,710","3,741,845","3,651,734","65,778",15.031,"53,561",12.24,"973,138","617,255","355,883",16.903,26.649,"798,011","439,982","358,029",12.049,21.853,"175,127",4.796,43.706,"40,342","41,574","328,801"
72,Accommodation and food services,Total,Establishments with 1 to 19 employees,2018,"374,360","444,814","3,750,817","3,699,882","61,467",13.888,"57,044",12.888,"928,467","558,360","370,107",15.091,25.095,"829,409","476,361","353,048",12.875,22.417,"99,058",2.677,44.834,"42,366","43,957","349,971"
72,Accommodation and food services,Total,Establishments with 1 to 19 employees,2019,"379,167","451,076","3,765,976","3,727,973","62,977",14.09,"54,748",12.249,"904,366","567,775","336,591",15.23,24.259,"825,631","450,125","375,506",12.074,22.147,"78,735",2.112,44.294,"44,385","45,507","354,704"
72,Accommodation and food services,Total,Establishments with 1 to 19 employees,2020,"378,058","449,846","3,675,387","3,717,166","60,432",13.406,"62,303",13.821,"848,733","534,625","314,108",14.383,22.833,"930,704","498,082","432,622",13.4,25.038,"−81,971",−2.205,45.666,"49,504","51,408","392,627"
72,Accommodation and food services,Total,Establishments with 20 to 99 employees,2011,"82,509","161,240","6,257,807","6,205,913","3,737",2.331,"1,916",1.195,"677,302","248,277","429,025",4.001,10.914,"571,943","118,279","453,664",1.906,9.216,"105,359",1.698,18.432,"1,048","1,114","67,495"
72,Accommodation and food services,Total,Establishments with 20 to 99 employees,2012,"86,323","166,213","6,521,041","6,412,710","3,937",2.381,"2,268",1.371,"825,258","268,131","557,127",4.181,12.869,"608,489","140,850","467,639",2.196,9.489,"216,769",3.38,18.978,"1,119","1,207","71,545"
72,Accommodation and food services,Total,Establishments with 20 to 99 employees,2013,"91,190","173,143","6,802,023","6,696,136","4,342",2.521,"2,462",1.43,"868,464","292,435","576,029",4.367,12.97,"654,536","160,394","494,142",2.395,9.775,"213,928",3.195,19.55,"1,154","1,210","72,766"
72,Accommodation and food services,Total,Establishments with 20 to 99 employees,2014,"95,342","180,673","7,057,539","6,970,934","4,263",2.373,"2,159",1.202,"815,817","287,019","528,798",4.117,11.703,"642,002","140,024","501,978",2.009,9.21,"173,815",2.493,18.419,"1,197","1,261","76,792"
72,Accommodation and food services,Total,Establishments with 20 to 99 employees,2015,"100,111","189,236","7,384,863","7,267,792","5,291",2.813,"3,014",1.602,"940,259","350,741","589,518",4.826,12.937,"707,071","196,106","510,965",2.698,9.729,"233,188",3.209,19.458,"1,655","1,813","110,590"
72,Accommodation and food services,Total,Establishments with 20 to 99 employees,2016,"105,256","199,917","7,787,395","7,672,159","5,314",2.677,"2,506",1.262,"940,696","364,837","575,859",4.755,12.261,"711,392","159,992","551,400",2.085,9.272,"229,304",2.989,18.545,"1,470","1,574","96,948"
72,Accommodation and food services,Total,Establishments with 20 to 99 employees,2017,"109,116","206,935","8,014,335","7,938,721","5,416",2.632,"3,109",1.511,"1,020,380","360,811","659,569",4.545,12.853,"869,441","196,992","672,449",2.481,10.952,"150,939",1.901,21.904,"1,721","1,904","116,896"
72,Accommodation and food services,Total,Establishments with 20 to 99 employees,2018,"112,076","210,478","8,148,560","8,095,142","4,238",2.017,"3,528",1.679,"950,067","285,111","664,956",3.522,11.736,"845,221","233,154","612,067",2.88,10.441,"104,846",1.295,20.882,"1,620","2,050","130,938"
72,Accommodation and food services,Total,Establishments with 20 to 99 employees,2019,"113,749","213,202","8,199,682","8,165,130","4,393",2.068,"2,797",1.317,"855,513","289,469","566,044",3.545,10.478,"784,025","173,702","610,323",2.127,9.602,"71,488",0.876,19.204,"1,668","1,833","113,499"
72,Accommodation and food services,Total,Establishments with 20 to 99 employees,2020,"112,969","213,556","8,122,153","8,147,770","4,039",1.897,"2,774",1.303,"838,583","266,367","572,216",3.269,10.292,"892,789","174,168","718,621",2.138,10.957,"−54,206",−0.665,20.584,"1,658","1,866","114,953"
72,Accommodation and food services,Total,Establishments with 100 to 499 employees,2011,"3,245","7,839","1,247,657","1,248,181",75,0.958,50,0.639,"94,982","24,627","70,355",1.973,7.61,"97,183","14,847","82,336",1.189,7.786,"−2,201",−0.176,15.219,27,27,"7,804"
72,Accommodation and food services,Total,Establishments with 100 to 499 employees,2012,"3,220","8,107","1,306,300","1,296,700",103,1.275,49,0.606,"122,204","30,273","91,931",2.335,9.424,"102,900","14,229","88,671",1.097,7.936,"19,304",1.489,15.871,29,29,"8,823"
72,Accommodation and food services,Total,Establishments with 100 to 499 employees,2013,"3,555","8,566","1,375,089","1,365,910",104,1.216,84,0.982,"138,038","33,370","104,668",2.443,10.106,"118,626","24,557","94,069",1.798,8.685,"19,412",1.421,17.37,34,34,"9,435"
72,Accommodation and food services,Total,Establishments with 100 to 499 employees,2014,"3,772","8,978","1,455,162","1,437,619",89,0.993,66,0.736,"147,730","28,431","119,299",1.978,10.276,"111,792","19,313","92,479",1.343,7.776,"35,938",2.5,15.552,27,27,"7,679"
72,Accommodation and food services,Total,Establishments with 100 to 499 employees,2015,"3,937","9,276","1,491,472","1,484,154",85,0.917,66,0.712,"152,745","26,450","126,295",1.782,10.292,"139,095","20,124","118,971",1.356,9.372,"13,650",0.92,18.744,28,28,"8,238"
72,Accommodation and food services,Total,Establishments with 100 to 499 employees,2016,"4,105","9,396","1,507,017","1,507,548",118,1.26,63,0.672,"137,928","35,058","102,870",2.325,9.149,"138,123","21,213","116,910",1.407,9.162,−195,−0.013,18.298,28,28,"9,405"
72,Accommodation and food services,Total,Establishments with 100 to 499 employees,2017,"4,288","9,778","1,587,287","1,565,591",119,1.22,72,0.738,"184,816","37,462","147,354",2.393,11.805,"139,981","23,336","116,645",1.491,8.941,"44,835",2.864,17.882,28,28,"8,909"
72,Accommodation and food services,Total,Establishments with 100 to 499 employees,2018,"4,616","10,310","1,663,229","1,655,552",126,1.223,117,1.135,"160,716","38,901","121,815",2.35,9.708,"147,515","37,363","110,152",2.257,8.91,"13,201",0.797,17.821,41,42,"14,976"
72,Accommodation and food services,Total,Establishments with 100 to 499 employees,2019,"4,899","10,976","1,771,046","1,757,238",118,1.078,61,0.557,"157,552","41,204","116,348",2.345,8.966,"128,959","20,829","108,130",1.185,7.339,"28,593",1.627,14.677,36,37,"11,824"
72,Accommodation and food services,Total,Establishments with 100 to 499 employees,2020,"4,928","11,178","1,791,349","1,790,532",108,0.967,80,0.717,"170,518","36,224","134,294",2.023,9.523,"168,249","28,397","139,852",1.586,9.397,"2,269",0.127,18.793,30,30,"9,947"
72,Accommodation and food services,Total,Establishments with 20 to 499 employees,2011,"84,966","169,079","7,505,464","7,454,094","3,812",2.267,"1,966",1.169,"772,499","272,904","499,595",3.661,10.363,"669,219","133,126","536,093",1.786,8.978,"103,280",1.386,17.956,"1,073","1,141","75,299"
72,Accommodation and food services,Total,Establishments with 20 to 499 employees,2012,"88,822","174,320","7,827,341","7,709,410","4,040",2.329,"2,317",1.336,"947,751","298,404","649,347",3.871,12.293,"711,519","155,079","556,440",2.012,9.229,"236,232",3.064,18.458,"1,147","1,236","80,368"
72,Accommodation and food services,Total,Establishments with 20 to 499 employees,2013,"93,924","181,709","8,177,112","8,062,046","4,446",2.46,"2,546",1.409,"1,006,701","325,805","680,896",4.041,12.487,"773,237","184,951","588,286",2.294,9.591,"233,464",2.896,19.182,"1,187","1,244","82,201"
72,Accommodation and food services,Total,Establishments with 20 to 499 employees,2014,"98,212","189,651","8,512,701","8,408,553","4,352",2.308,"2,225",1.18,"963,622","315,450","648,172",3.752,11.46,"753,870","159,337","594,533",1.895,8.966,"209,752",2.495,17.931,"1,224","1,288","84,471"
